Order ID,Order Date,Ship Date,Customer Name,City,State,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Year,Month,Profit Margin,Status
CA-2013-147578,2013-04-23,2013-04-27,Paul Gonzalez,San Francisco,California,Furnishings,Ultra Door Pull Handle,31.56,3,10.4148,4,2013,4,33.0,Profit
CA-2011-157623,2011-03-14,2011-03-18,Dean Katz,Huntington Beach,California,Paper,Xerox 1972,10.56,2,4.752,4,2011,3,44.99999999999999,Profit
CA-2011-157623,2011-03-14,2011-03-18,Dean Katz,Huntington Beach,California,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,1.2506,4,2011,3,37.0,Profit
CA-2013-100083,2013-11-25,2013-11-30,Carol Darley,Medford,Oregon,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,7.745,5,2013,11,31.25,Profit
CA-2012-109197,2012-12-31,2013-01-04,Jas O'Carroll,Missoula,Montana,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,152.495,4,2012,12,31.25,Profit
CA-2014-167094,2014-10-22,2014-10-23,Damala Kotsonis,Springfield,Oregon,Paper,Xerox 218,5.184,1,1.8144,1,2014,10,35.0,Profit
CA-2014-167094,2014-10-22,2014-10-23,Damala Kotsonis,Springfield,Oregon,Chairs,Global Comet Stacking Armless Chair,478.48,2,47.848,1,2014,10,10.0,Profit
CA-2014-167094,2014-10-22,2014-10-23,Damala Kotsonis,Springfield,Oregon,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,6.745,1,2014,10,23.75,Profit
CA-2012-157959,2012-02-03,2012-02-04,Rick Wilson,Los Angeles,California,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,41.076,1,2012,2,30.000000000000004,Profit
CA-2013-105963,2013-11-16,2013-11-23,Stewart Carmichael,Los Angeles,California,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,40.7499,7,2013,11,41.0,Profit
CA-2014-126865,2014-12-06,2014-12-08,Naresj Patel,San Diego,California,Paper,Xerox 1960,92.94,3,41.823,2,2014,12,45.0,Profit
CA-2014-102834,2014-03-10,2014-03-14,Lindsay Williams,San Francisco,California,Accessories,Logitech Wireless Headset h800,199.98,2,69.993,4,2014,3,35.0,Profit
US-2013-139710,2013-06-10,2013-06-16,Greg Matthias,Los Angeles,California,Phones,Avaya 4621SW VoIP phone,177.48,3,19.9665,6,2013,6,11.25,Profit
CA-2014-121538,2014-11-29,2014-12-02,Rick Hansen,Denver,Colorado,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,31.0688,3,2014,11,35.0,Profit
US-2014-101539,2014-03-17,2014-03-19,Valerie Mitchum,Seattle,Washington,Paper,Xerox 214,6.48,1,3.1104,2,2014,3,47.99999999999999,Profit
US-2014-101539,2014-03-17,2014-03-19,Valerie Mitchum,Seattle,Washington,Storage,Safco Commercial Shelving,46.51,1,1.8604,2,2014,3,4.0,Profit
US-2014-101539,2014-03-17,2014-03-19,Valerie Mitchum,Seattle,Washington,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,2,2014,3,7.5,Profit
CA-2013-152121,2013-11-28,2013-11-30,Craig Carreira,Scottsdale,Arizona,Phones,Motorola Moto X,271.992,1,23.7993,2,2013,11,8.75,Profit
CA-2014-101245,2014-11-28,2014-12-04,Lindsay Williams,San Francisco,California,Paper,Tops White Computer Printout Paper,244.55,5,114.9385,6,2014,11,47.0,Profit
CA-2014-101245,2014-11-28,2014-12-04,Lindsay Williams,San Francisco,California,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,59.8176,6,2014,11,36.0,Profit
CA-2012-141768,2012-05-25,2012-05-27,Nora Pelletier,San Francisco,California,Furnishings,Ultra Door Push Plate,14.73,3,4.8609,2,2012,5,33.0,Profit
CA-2013-112109,2013-07-09,2013-07-13,Joe Elijah,Broomfield,Colorado,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,-13.312,4,2013,7,-66.66666666666666,Loss
CA-2013-112109,2013-07-09,2013-07-13,Joe Elijah,Broomfield,Colorado,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,-1.2558,4,2013,7,-3.75,Loss
CA-2013-112109,2013-07-09,2013-07-13,Joe Elijah,Broomfield,Colorado,Binders,Wilson Jones Active Use Binders,8.736,4,-6.1152,4,2013,7,-70.0,Loss
CA-2013-112109,2013-07-09,2013-07-13,Joe Elijah,Broomfield,Colorado,Chairs,SAFCO Arco Folding Chair,662.88,3,74.574,4,2013,7,11.25,Profit
CA-2012-109939,2012-05-08,2012-05-12,Allen Armold,Salem,Oregon,Art,Newell 321,5.248,2,0.5904,4,2012,5,11.25,Profit
CA-2013-112669,2013-04-15,2013-04-15,Kean Takahito,Glendale,Arizona,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,105.0228,0,2013,4,11.250000000000002,Profit
CA-2013-112669,2013-04-15,2013-04-15,Kean Takahito,Glendale,Arizona,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,4.2976,0,2013,4,10.0,Profit
CA-2011-164721,2011-11-25,2011-11-27,Laurel Workman,Brentwood,California,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,93.0552,2,2011,11,28.999999999999996,Profit
CA-2011-164721,2011-11-25,2011-11-27,Laurel Workman,Brentwood,California,Furnishings,Staples,23.88,3,10.5072,2,2011,11,44.0,Profit
CA-2011-164721,2011-11-25,2011-11-27,Laurel Workman,Brentwood,California,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",26.76,4,12.3096,2,2011,11,46.0,Profit
CA-2014-133648,2014-06-26,2014-07-03,Max Ludwig,Springfield,Oregon,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,26.64,7,2014,6,37.5,Profit
CA-2014-133648,2014-06-26,2014-07-03,Max Ludwig,Springfield,Oregon,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.7348,7,2014,6,13.749999999999998,Profit
CA-2014-133648,2014-06-26,2014-07-03,Max Ludwig,Springfield,Oregon,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,-2.1195,7,2014,6,-18.75,Loss
CA-2014-166128,2014-04-12,2014-04-19,Luke Weiss,Pasadena,California,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.9945,7,2014,4,11.0,Profit
CA-2014-166128,2014-04-12,2014-04-19,Luke Weiss,Pasadena,California,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,14.2324,7,2014,4,34.0,Profit
CA-2012-113110,2012-03-19,2012-03-23,Berenike Kampe,San Bernardino,California,Binders,GBC Imprintable Covers,17.568,2,6.3684,4,2012,3,36.25,Profit
CA-2012-113110,2012-03-19,2012-03-23,Berenike Kampe,San Bernardino,California,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,6.8714,4,2012,3,47.0,Profit
CA-2012-113110,2012-03-19,2012-03-23,Berenike Kampe,San Bernardino,California,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,8.6736,4,2012,3,26.0,Profit
CA-2012-113110,2012-03-19,2012-03-23,Berenike Kampe,San Bernardino,California,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,19.6686,4,2012,3,49.00000000000001,Profit
US-2014-111241,2014-08-21,2014-08-23,Gene McClure,Fresno,California,Binders,GBC Recycled Regency Composition Covers,239.12,5,77.714,2,2014,8,32.5,Profit
CA-2012-114237,2012-03-13,2012-03-15,Marc Crier,Seattle,Washington,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,39.7488,2,2012,3,28.000000000000004,Profit
CA-2013-113516,2013-09-09,2013-09-11,Valerie Mitchum,Lancaster,California,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",33.024,2,11.5584,2,2013,9,35.0,Profit
CA-2013-113516,2013-09-09,2013-09-11,Valerie Mitchum,Lancaster,California,Binders,Premium Transparent Presentation Covers by GBC,67.136,4,23.4976,2,2013,9,35.0,Profit
CA-2012-119214,2012-01-23,2012-01-27,Carl Weiss,Bozeman,Montana,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3,13.9392,4,2012,1,48.0,Profit
CA-2012-119214,2012-01-23,2012-01-27,Carl Weiss,Bozeman,Montana,Labels,Avery 500,14.62,2,6.8714,4,2012,1,47.0,Profit
CA-2012-122287,2012-06-18,2012-06-23,Skye Norling,Peoria,Arizona,Paper,Xerox 1922,11.952,3,4.3326,5,2012,6,36.25000000000001,Profit
CA-2012-122287,2012-06-18,2012-06-23,Skye Norling,Peoria,Arizona,Binders,Peel & Stick Add-On Corner Pockets,4.536,7,-3.3264,5,2012,6,-73.33333333333334,Loss
CA-2012-122287,2012-06-18,2012-06-23,Skye Norling,Peoria,Arizona,Binders,Aluminum Screw Posts,9.156,2,-6.104,5,2012,6,-66.66666666666666,Loss
CA-2012-122287,2012-06-18,2012-06-23,Skye Norling,Peoria,Arizona,Furnishings,Flat Face Poster Frame,75.36,5,20.724,5,2012,6,27.500000000000004,Profit
CA-2012-104493,2012-10-02,2012-10-08,Ed Braxton,San Diego,California,Binders,GBC Personal VeloBind Strips,57.504,6,20.1264,6,2012,10,35.0,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Fasteners,Staples,11.34,3,5.2164,4,2011,10,46.0,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",80.3,5,20.878,4,2011,10,26.0,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",15.968,2,5.3892,4,2011,10,33.75,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Paper,Xerox 1952,64.74,13,30.4278,4,2011,10,47.00000000000001,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,6.03,4,2011,10,31.25,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Storage,Tennsco Regal Shelving Units,405.64,4,12.1692,4,2011,10,3.0000000000000004,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Chairs,Novimex Fabric Task Chair,146.352,3,-9.147,4,2011,10,-6.25,Loss
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Accessories,Maxell LTO Ultrium - 800 GB,251.91,9,47.8629,4,2011,10,19.0,Profit
CA-2011-106439,2011-10-31,2011-11-04,Greg Guthrie,Los Angeles,California,Art,Newell 325,12.39,3,3.717,4,2011,10,30.0,Profit
CA-2012-133452,2012-04-13,2012-04-19,Zuschuss Carroll,Pomona,California,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,69.986,6,2012,4,35.0,Profit
CA-2012-133452,2012-04-13,2012-04-19,Zuschuss Carroll,Pomona,California,Tables,Hon 94000 Series Round Tables,710.832,3,-97.7394,6,2012,4,-13.750000000000002,Loss
US-2014-110996,2014-11-21,2014-11-26,Kelly Andreada,Ontario,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,283.92,5,-46.137,5,2014,11,-16.25,Loss
CA-2013-129693,2013-11-27,2013-12-03,Tamara Chand,Seattle,Washington,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,7.312,2,2.5592,6,2013,11,35.0,Profit
CA-2014-122504,2014-11-08,2014-11-13,Deborah Brumfield,Brentwood,California,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,13.7931,5,2014,11,23.0,Profit
CA-2014-122504,2014-11-08,2014-11-13,Deborah Brumfield,Brentwood,California,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",761.544,7,66.6351,5,2014,11,8.75,Profit
CA-2011-131051,2011-12-01,2011-12-05,Toby Ritter,San Francisco,California,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2,3,28.518,4,2011,12,49.0,Profit
CA-2012-120103,2012-12-24,2012-12-29,Maribeth Schnelling,Phoenix,Arizona,Paper,Computer Printout Paper with Letter-Trim Perforations,106.232,7,37.1812,5,2012,12,35.0,Profit
CA-2012-120103,2012-12-24,2012-12-29,Maribeth Schnelling,Phoenix,Arizona,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984,2,11.1984,5,2012,12,10.0,Profit
CA-2012-120103,2012-12-24,2012-12-29,Maribeth Schnelling,Phoenix,Arizona,Furnishings,Magna Visual Magnetic Picture Hangers,7.712,2,1.7352,5,2012,12,22.5,Profit
CA-2014-104647,2014-02-24,2014-03-02,Clytie Kelty,Los Angeles,California,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,16.848,6,2014,2,45.0,Profit
CA-2012-139290,2012-10-26,2012-10-30,Maribeth Yedwab,Rancho Cucamonga,California,Labels,Avery 507,5.76,2,2.6496,4,2012,10,46.0,Profit
CA-2012-149678,2012-04-13,2012-04-15,Anthony Witt,Farmington,New Mexico,Supplies,Martin-Yale Premier Letter Opener,12.88,1,0.3864,2,2012,4,3.0,Profit
CA-2014-124401,2014-09-08,2014-09-13,Ruben Dartt,Portland,Oregon,Storage,Hanging Personal Folder File,37.68,3,2.355,5,2014,9,6.25,Profit
CA-2014-124401,2014-09-08,2014-09-13,Ruben Dartt,Portland,Oregon,Accessories,Logitech Wireless Marathon Mouse M705,279.944,7,80.4839,5,2014,9,28.749999999999996,Profit
US-2011-140116,2011-03-10,2011-03-17,Kean Thornton,Denver,Colorado,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,-15.9102,7,2011,3,-2.5,Loss
US-2011-140116,2011-03-10,2011-03-17,Kean Thornton,Denver,Colorado,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,4,9.3564,7,2011,3,11.25,Profit
CA-2011-123295,2011-07-18,2011-07-18,Adrian Hane,Tucson,Arizona,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,-25.9136,0,2011,7,-10.0,Loss
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Paper,Xerox 191,19.98,1,9.3906,0,2012,10,47.0,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,124.485,0,2012,10,31.25,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Art,Newell 308,5.04,3,1.26,0,2012,10,25.0,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Fasteners,OIC Bulk Pack Metal Binder Clips,17.45,5,8.027,0,2012,10,46.0,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Chairs,"Global Fabric Manager's Chair, Dark Gray",323.136,4,20.196,0,2012,10,6.25,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,29.7,3,8.019,0,2012,10,27.0,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Phones,Polycom SoundStation2 EX Conference phone,1295.84,4,145.782,0,2012,10,11.250000000000002,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Storage,Mobile Personal File Cube,46.84,2,12.6468,0,2012,10,27.0,Profit
CA-2012-164882,2012-10-31,2012-10-31,Sandra Glassco,Redlands,California,Bookcases,DMI Eclipse Executive Suite Bookcases,425.833,1,20.0392,0,2012,10,4.705882352941177,Profit
CA-2013-130267,2013-09-20,2013-09-24,Scot Wooten,Stockton,California,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,73.5448,4,2013,9,46.0,Profit
CA-2014-155460,2014-04-14,2014-04-16,Rob Williams,Seattle,Washington,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,2.376,2,2014,4,44.99999999999999,Profit
CA-2014-155460,2014-04-14,2014-04-16,Rob Williams,Seattle,Washington,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.373,2,2014,4,33.75,Profit
CA-2014-158246,2014-11-10,2014-11-12,Jennifer Braxton,Sunnyvale,California,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997,2,2014,11,-1.25,Loss
CA-2011-141607,2011-12-12,2011-12-17,William Brown,Concord,California,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31,1,4.331,5,2011,12,10.0,Profit
CA-2013-111115,2013-07-26,2013-07-28,Larry Blacks,Los Angeles,California,Fasteners,OIC Binder Clips,21.48,6,10.74,2,2013,7,50.0,Profit
CA-2013-101938,2013-01-07,2013-01-12,Dianna Wilson,Oakland,California,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.0282,5,2013,1,29.000000000000004,Profit
CA-2014-166296,2014-03-14,2014-03-20,Karen Ferguson,Manteca,California,Paper,Multicolor Computer Printout Paper,314.55,3,150.984,6,2014,3,48.00000000000001,Profit
CA-2011-152296,2011-08-01,2011-08-03,Ivan Liston,San Francisco,California,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752,3,6.9132,2,2011,8,35.0,Profit
CA-2013-125738,2013-10-16,2013-10-22,Patrick Bzostek,Salt Lake City,Utah,Paper,Xerox 1982,45.68,2,21.0128,6,2013,10,46.0,Profit
CA-2013-125738,2013-10-16,2013-10-22,Patrick Bzostek,Salt Lake City,Utah,Paper,Xerox 1986,60.12,9,28.8576,6,2013,10,48.00000000000001,Profit
CA-2013-125738,2013-10-16,2013-10-22,Patrick Bzostek,Salt Lake City,Utah,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375,6,2013,10,31.25,Profit
CA-2013-125738,2013-10-16,2013-10-22,Patrick Bzostek,Salt Lake City,Utah,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6,8,32.936,6,2013,10,46.0,Profit
CA-2014-124576,2014-08-02,2014-08-05,Heather Kirkland,Salinas,California,Binders,GBC Prestige Therm-A-Bind Covers,54.896,2,18.5274,3,2014,8,33.75,Profit
CA-2013-118913,2013-06-26,2013-06-30,Alan Shonely,Los Angeles,California,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,17.0268,4,2013,6,28.000000000000004,Profit
CA-2013-128412,2013-12-11,2013-12-18,Arthur Prichep,Seattle,Washington,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,51.8238,7,2013,12,33.75,Profit
CA-2013-128412,2013-12-11,2013-12-18,Arthur Prichep,Seattle,Washington,Appliances,Holmes HEPA Air Purifier,65.34,3,22.869,7,2013,12,35.0,Profit
CA-2013-128412,2013-12-11,2013-12-18,Arthur Prichep,Seattle,Washington,Paper,Xerox 1988,123.92,4,55.764,7,2013,12,45.0,Profit
CA-2013-128412,2013-12-11,2013-12-18,Arthur Prichep,Seattle,Washington,Appliances,Harmony HEPA Quiet Air Purifiers,35.1,3,12.285,7,2013,12,35.0,Profit
CA-2013-128412,2013-12-11,2013-12-18,Arthur Prichep,Seattle,Washington,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,8.5025,7,2013,12,19.0,Profit
CA-2012-138002,2012-09-06,2012-09-12,Beth Thompson,Seattle,Washington,Binders,Acco Hanging Data Binders,6.096,2,2.1336,6,2012,9,35.0,Profit
CA-2012-138002,2012-09-06,2012-09-12,Beth Thompson,Seattle,Washington,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,74.8098,6,2012,9,39.0,Profit
CA-2014-129378,2014-10-02,2014-10-03,Neola Schneider,San Jose,California,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.44,1,0.504,1,2014,10,35.0,Profit
CA-2014-129378,2014-10-02,2014-10-03,Neola Schneider,San Jose,California,Binders,Storex Dura Pro Binders,61.776,13,20.8494,1,2014,10,33.75,Profit
CA-2014-129378,2014-10-02,2014-10-03,Neola Schneider,San Jose,California,Appliances,"Belkin 325VA UPS Surge Protector, 6'",241.96,2,60.49,1,2014,10,25.0,Profit
CA-2014-129378,2014-10-02,2014-10-03,Neola Schneider,San Jose,California,Chairs,"Metal Folding Chairs, Beige, 4/Carton",108.608,4,9.5032,1,2014,10,8.75,Profit
CA-2014-130841,2014-07-29,2014-08-02,Matt Hagelstein,San Francisco,California,Binders,Zipper Ring Binder Pockets,9.984,4,3.6192,4,2014,7,36.25000000000001,Profit
CA-2014-130841,2014-07-29,2014-08-02,Matt Hagelstein,San Francisco,California,Storage,Super Decoflex Portable Personal File,14.98,1,4.1944,4,2014,7,27.999999999999996,Profit
CA-2014-130841,2014-07-29,2014-08-02,Matt Hagelstein,San Francisco,California,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,4,100.24,4,2014,7,8.75,Profit
CA-2013-106383,2013-03-20,2013-03-22,Bobby Trafton,Littleton,Colorado,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,-98.8018,2,2013,3,-136.66666666666666,Loss
CA-2011-128055,2011-03-31,2011-04-05,Alex Avila,San Francisco,California,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,252.588,5,2011,3,37.5,Profit
CA-2011-128055,2011-03-31,2011-04-05,Alex Avila,San Francisco,California,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,14.8344,5,2011,3,28.000000000000004,Profit
CA-2012-123232,2012-12-14,2012-12-16,Doug Jacobs,Portland,Oregon,Phones,HTC One,319.968,4,35.9964,2,2012,12,11.25,Profit
CA-2013-122322,2013-07-16,2013-07-22,Rick Huthwaite,Provo,Utah,Supplies,Fiskars Home & Office Scissors,44.4,5,12.432,6,2013,7,28.000000000000004,Profit
CA-2013-146633,2013-11-16,2013-11-18,Toby Gnade,Los Angeles,California,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,381.297,2,2013,11,37.5,Profit
CA-2013-146633,2013-11-16,2013-11-18,Toby Gnade,Los Angeles,California,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,13.3476,2,2013,11,35.0,Profit
CA-2014-103380,2014-11-22,2014-11-26,Barry Franz,Pasadena,California,Storage,Eldon Portable Mobile Manager,56.56,2,15.2712,4,2014,11,27.0,Profit
CA-2014-103380,2014-11-22,2014-11-26,Barry Franz,Pasadena,California,Art,Newell 344,5.56,2,1.4456,4,2014,11,26.0,Profit
CA-2014-103380,2014-11-22,2014-11-26,Barry Franz,Pasadena,California,Fasteners,Advantus T-Pin Paper Clips,9.02,2,3.5178,4,2014,11,39.0,Profit
CA-2014-103380,2014-11-22,2014-11-26,Barry Franz,Pasadena,California,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,2.2412,4,2014,11,26.0,Profit
CA-2014-103380,2014-11-22,2014-11-26,Barry Franz,Pasadena,California,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982,4,2014,11,7.5,Profit
CA-2012-116092,2012-02-15,2012-02-18,Justin MacKendrick,Los Angeles,California,Paper,Xerox 1959,13.36,2,6.4128,3,2012,2,48.0,Profit
CA-2012-116092,2012-02-15,2012-02-18,Justin MacKendrick,Los Angeles,California,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,13.0375,3,2012,2,31.25,Profit
CA-2012-116092,2012-02-15,2012-02-18,Justin MacKendrick,Los Angeles,California,Binders,Avery Durable Binders,11.52,5,4.176,3,2012,2,36.25000000000001,Profit
CA-2012-116092,2012-02-15,2012-02-18,Justin MacKendrick,Los Angeles,California,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,157.0176,3,2012,2,28.999999999999993,Profit
CA-2012-116092,2012-02-15,2012-02-18,Justin MacKendrick,Los Angeles,California,Paper,Xerox 22,19.44,3,9.3312,3,2012,2,48.00000000000001,Profit
CA-2013-117849,2013-04-16,2013-04-18,Julie Kriz,San Diego,California,Paper,Xerox 1911,143.7,3,68.976,2,2013,4,48.00000000000001,Profit
CA-2012-169201,2012-09-28,2012-10-01,Henry Goldwyn,San Francisco,California,Appliances,Holmes Odor Grabber,43.26,3,14.2758,3,2012,9,33.0,Profit
CA-2012-169201,2012-09-28,2012-10-01,Henry Goldwyn,San Francisco,California,Appliances,Holmes HEPA Air Purifier,43.56,2,15.246,3,2012,9,35.0,Profit
CA-2014-105214,2014-06-17,2014-06-20,Troy Staebel,San Francisco,California,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,90.972,3,2014,6,7.5,Profit
CA-2014-105214,2014-06-17,2014-06-20,Troy Staebel,San Francisco,California,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,8.7138,3,2014,6,47.00000000000001,Profit
CA-2012-117611,2012-11-08,2012-11-10,Maria Zettner,San Diego,California,Fasteners,Advantus Plastic Paper Clips,5.0,1,2.4,2,2012,11,48.0,Profit
CA-2012-117611,2012-11-08,2012-11-10,Maria Zettner,San Diego,California,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,66.9546,2,2012,11,18.0,Profit
CA-2014-137470,2014-09-18,2014-09-18,Tom Prescott,Seattle,Washington,Paper,Xerox 1984,12.96,2,6.3504,0,2014,9,48.99999999999999,Profit
CA-2012-102036,2012-09-21,2012-09-27,Chad Sievert,Seattle,Washington,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,47.9376,6,2012,9,24.000000000000004,Profit
CA-2012-142944,2012-03-06,2012-03-11,John Lucas,San Francisco,California,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,95.7572,5,2012,3,22.0,Profit
CA-2012-142944,2012-03-06,2012-03-11,John Lucas,San Francisco,California,Copiers,Canon PC1060 Personal Laser Copier,1119.984,2,377.9946,5,2012,3,33.75,Profit
CA-2011-157882,2011-10-03,2011-10-08,Allen Rosenblatt,Los Angeles,California,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,3.5858,5,2011,10,2.5,Profit
CA-2011-157882,2011-10-03,2011-10-08,Allen Rosenblatt,Los Angeles,California,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,13.7646,5,2011,10,11.249999999999998,Profit
CA-2014-142622,2014-10-31,2014-11-03,Jim Karlsson,Seattle,Washington,Chairs,Novimex Fabric Task Chair,97.568,2,-6.098,3,2014,10,-6.25,Loss
CA-2014-142622,2014-10-31,2014-11-03,Jim Karlsson,Seattle,Washington,Chairs,Global Super Steno Chair,614.272,8,-23.0352,3,2014,10,-3.75,Loss
CA-2014-142622,2014-10-31,2014-11-03,Jim Karlsson,Seattle,Washington,Bookcases,Bestar Classic Bookcase,199.98,2,37.9962,3,2014,10,19.000000000000004,Profit
CA-2014-143343,2014-06-11,2014-06-14,Ben Wallace,Los Angeles,California,Art,Newell 351,16.4,5,4.756,3,2014,6,29.000000000000004,Profit
CA-2014-115154,2014-01-09,2014-01-12,Ricardo Sperren,Seattle,Washington,Tables,Balt Solid Wood Round Tables,892.98,2,80.3682,3,2014,1,9.0,Profit
